0.968696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.148,0.706363
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.904,0.708262
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.818,0.707568
0.992224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.201,0.703813
0.968912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.815,0.709189
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.748,0.707336
0.98505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.972,0.705647
0.995283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.544,0.702677
0.987597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.425,0.701937
0.979933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.664,0.70344
0.980031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.739,0.705152
0.986196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.434,0.708633
0.997245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.51,0.705617
0.972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.069,0.706947
0.994832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.877,0.712977
0.994406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.076,0.715519
0.977685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.462,0.705718
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.423,0.71268
0.98951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.902,0.71081
0.981013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.308,0.703677
0.970507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.094,0.702571
0.989045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.785,0.711838
0.993522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.669,0.708511
0.990805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.484,0.709823
0.98945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.341,0.703935
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.659,0.707307
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.553,0.707901
0.994792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.393,0.705072
0.980284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.007,0.70897
0.972995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.934,0.70122
0.97524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.784,0.703139
0.959967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.217,0.69835
0.973311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.388,0.708311
0.965909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.58,0.705414
0.947615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.624,0.702729
0.994887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.961,0.704793
0.964286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.344,0.704742
0.993151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.548,0.709746
0.953488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.458,0.701158
1.01402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.824,0.716953
0.960173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.928,0.706295
0.955459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.307,0.705419
0.960504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.266,0.703789
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.639,0.708016
0.996183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.859,0.704971
0.993916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.469,0.706273
0.980116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.969,0.706133
0.994207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.426,0.706974
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.603,0.707656
0.994382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.133,0.70705
0.974563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.452,0.707351
0.993387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.504,0.703415
0.97411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.676,0.698485
0.965819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.936,0.702094
0.959272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.211,0.701713
0.962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.686,0.706866
0.977186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.922,0.701091
0.958719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.944,0.706484
0.997004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.432,0.704876
0.992441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.94,0.70279
