0.994774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.135,0,black
0.926978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0527,0,black
0.917838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3492,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0093,0,black
0.948065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4358,0,black
0.991489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9915,0,black
0.982913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.166,0,black
0.975566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.781,0,black
0.96422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3202,0,black
0.995716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0771,0,black
0.930091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3262,0,black
0.975945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8918,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.89,0,black
0.950405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0405,0,black
0.92234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8564,0,black
0.976701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.877,0,black
0.964113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5082,0,black
0.999072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3173,0,black
0.99434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4764,0,black
0.914089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7663,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8411,0,black
0.99258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1418,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3056,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3469,0,black
0.963583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9872,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9785,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4203,0,black
0.95202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3472,0,black
0.997683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6083,0,black
0.996774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3484,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1061,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2495,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0866,0,black
0.997588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0177,0,black
0.911861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.766,0,black
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1568,0,black
0.90814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4012,0,black
0.909295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6394,0,black
0.944945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.96,0,black
0.960623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6209,0,black
0.937439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6843,0,black
0.997455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8897,0,black
0.994466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0316,0,black
0.944287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7271,0,black
0.979724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9512,0,black
0.951856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0271,0,black
0.984285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8553,0,black
0.994309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9512,0,black
